,Sentence,Question,Answer,Num_Tokens_In_Answer,Num_Tokens_In_Sentence,Num_Token_Match_Question,Percentage_Token_In_Answer,Percentage_Token_In_Out_Answer,Answer_Capitalized_Word_Density,ANSWER_STOPWORD_DENSITY,ANSWER_ENDS_WITH_QUANTIFIER,ANSWER_STARTS_WITH_QUANTIFIER,ANSWER_QUANTIFIER_DENSITY,PERCENT_CAPITALIZED_WORDS_IN_ANSWER,PERCENT_PRONOMINALS_IN_ANSWER,SENTENCE_STARTS_WITH_DISCOURSE_CONNECTIVE,GRAM_AFTER_ANSWER_quoation,GRAM_AFTER_ANSWER_comma,GRAM_AFTER_ANSWER_LRB,GRAM_AFTER_ANSWER_RRB,GRAM_AFTER_ANSWER_Stop,GRAM_AFTER_ANSWER_Colon,GRAM_AFTER_ANSWER_CC,GRAM_AFTER_ANSWER_CD,GRAM_AFTER_ANSWER_DT,GRAM_AFTER_ANSWER_EX,GRAM_AFTER_ANSWER_IN,GRAM_AFTER_ANSWER_JJ,GRAM_AFTER_ANSWER_JJR,GRAM_AFTER_ANSWER_JJS,GRAM_AFTER_ANSWER_MD,GRAM_AFTER_ANSWER_NN,GRAM_AFTER_ANSWER_NNP,GRAM_AFTER_ANSWER_NNPS,GRAM_AFTER_ANSWER_NNS,GRAM_AFTER_ANSWER_POS,GRAM_AFTER_ANSWER_PRP,GRAM_AFTER_ANSWER_RB,GRAM_AFTER_ANSWER_RBR,GRAM_AFTER_ANSWER_RBS,GRAM_AFTER_ANSWER_RP,GRAM_AFTER_ANSWER_TO,GRAM_AFTER_ANSWER_VB,GRAM_AFTER_ANSWER_VBD,GRAM_AFTER_ANSWER_VBG,GRAM_AFTER_ANSWER_VBN,GRAM_AFTER_ANSWER_VBP,GRAM_AFTER_ANSWER_VBZ,GRAM_AFTER_ANSWER_WDT,GRAM_AFTER_ANSWER_WP,GRAM_AFTER_ANSWER_WRB,GRAM_BEFORE_ANSWER_Comma,GRAM_BEFORE_ANSWER_LRB,GRAM_BEFORE_ANSWER_RRB,GRAM_BEFORE_ANSWER_Colon,GRAM_BEFORE_ANSWER_CC,GRAM_BEFORE_ANSWER_CD,GRAM_BEFORE_ANSWER_DT,GRAM_BEFORE_ANSWER_EX,GRAM_BEFORE_ANSWER_IN,GRAM_BEFORE_ANSWER_JJ,GRAM_BEFORE_ANSWER_MD,GRAM_BEFORE_ANSWER_NN,GRAM_BEFORE_ANSWER_NNP,GRAM_BEFORE_ANSWER_NNPS,GRAM_BEFORE_ANSWER_NNS,GRAM_BEFORE_ANSWER_POS,GRAM_BEFORE_ANSWER_PRP$,GRAM_BEFORE_ANSWER_RB,GRAM_BEFORE_ANSWER_RBS,GRAM_BEFORE_ANSWER_RP,GRAM_BEFORE_ANSWER_TO,GRAM_BEFORE_ANSWER_VB,GRAM_BEFORE_ANSWER_VBD,GRAM_BEFORE_ANSWER_VBG,GRAM_BEFORE_ANSWER_VBN,GRAM_BEFORE_ANSWER_VBP,GRAM_BEFORE_ANSWER_VBZ,GRAM_BEFORE_ANSWER_WDT,GRAM_BEFORE_ANSWER_WP,GRAM_BEFORE_ANSWER_WRB,GRAM_IN_ANSWER_COUNT_Quotation,GRAM_IN_ANSWER_COUNT_Comma,GRAM_IN_ANSWER_COUNT_LRB,GRAM_IN_ANSWER_COUNT_RRB,GRAM_IN_ANSWER_COUNT_Colon,GRAM_IN_ANSWER_COUNT_CC,GRAM_IN_ANSWER_COUNT_CD,GRAM_IN_ANSWER_COUNT_DT,GRAM_IN_ANSWER_COUNT_EX,GRAM_IN_ANSWER_COUNT_IN,GRAM_IN_ANSWER_COUNT_JJ,GRAM_IN_ANSWER_COUNT_JJR,GRAM_IN_ANSWER_COUNT_JJS,GRAM_IN_ANSWER_COUNT_MD,GRAM_IN_ANSWER_COUNT_NN,GRAM_IN_ANSWER_COUNT_NNP,GRAM_IN_ANSWER_COUNT_NNPS,GRAM_IN_ANSWER_COUNT_NNS,GRAM_IN_ANSWER_COUNT_POS,GRAM_IN_ANSWER_COUNT_PRP,GRAM_IN_ANSWER_COUNT_PRP$,GRAM_IN_ANSWER_COUNT_RB,GRAM_IN_ANSWER_COUNT_RBR,GRAM_IN_ANSWER_COUNT_RBS,GRAM_IN_ANSWER_COUNT_RP,GRAM_IN_ANSWER_COUNT_TO,GRAM_IN_ANSWER_COUNT_VB,GRAM_IN_ANSWER_COUNT_VBD,GRAM_IN_ANSWER_COUNT_VBG,GRAM_IN_ANSWER_COUNT_VBN,GRAM_IN_ANSWER_COUNT_VBP,GRAM_IN_ANSWER_COUNT_VBZ,GRAM_IN_ANSWER_COUNT_WDT,GRAM_IN_ANSWER_COUNT_WP,GRAM_IN_ANSWER_COUNT_WP$,GRAM_IN_ANSWER_COUNT_WRB,NAMED_ENTITY_IN_ANSWER_COUNT_PERS,NAMED_ENTITY_IN_ANSWER_COUNT_ORG,NAMED_ENTITY_IN_ANSWER_COUNT_LOC,NAMED_ENTITY_OUT_ANSWER_COUNT_PERS,NAMED_ENTITY_OUT_ANSWER_COUNT_ORG,NAMED_ENTITY_OUT_ANSWER_COUNT_LOC,NUM_NAMED_ENTITIES_IN_ANSWER,NUM_NAMED_ENTITIES_OUT_ANSWER,ANSWER_NAMED_ENTITY_DENSITY,QUESTION_NAMED_ENTITY_DENSITY
859,The Battle of Badr began in March of 624.,The Battle of _ _  began in March of 624.,Badr,1,10,0,0.09090909090909091,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.1111111111111111,0.0
860,Slab pull is therefore most widely thought to be the greatest force acting on the plates.,Slab pull is therefore most widely thought to be _ _ _ _ _ _ _ _ _  acting on the plates.,the greatest force,3,22,1,0.12,0.13636363636363635,0.0,0.3333333333333333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
861,"With the discovery that the disk of the Andromeda Galaxy (M31) extends much further than previously thought, the possibility of the disk of the Milky Way galaxy extending further is apparent, and this is supported by evidence from the discovery of the Outer Arm extension of the Cygnus Arm .","With the discovery that the disk of the Andromeda Galaxy (M31) extends much further than previously thought, the possibility of the disk of the Milky Way galaxy extending further is apparent, and this is supported by evidence from _ _ _ _ _ _ _ of the Outer Arm extension of the Cygnus Arm .",the discovery,2,55,2,0.03508771929824561,0.03636363636363636,0.0,0.5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
862,"Muslim historians, some time after, also mentioned the Berbers.","_ _ _ _ _ _ _ _ _, some time after, also mentioned the Berbers.",Muslim historians,2,16,0,0.1111111111111111,0.125,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
863,"In Dahlem , there are several museums of world art and culture, such as the Museum of Asian Art , the Ethnological Museum , the Museum of European Cultures , as well as the Allied Museum (a museum of the Cold War) and the Brücke Museum (an art museum).","In Dahlem , there are several museums of world art and culture, such as the Museum of Asian Art , the Ethnological Museum , the Museum of _ _ _ _ _ _ _ _ _ , as well as the Allied Museum (a museum of the Cold War) and the Brücke Museum (an art museum).",European Cultures,2,56,0,0.034482758620689655,0.03571428571428571,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0.0,0.10204081632653061
864,"Not only is there much ice atop the volcano, the volcano is also slowly being weakened by hydrothermal activity.","Not only is there much ice atop _ _ _ _ _ _, the volcano is also slowly being weakened by hydrothermal activity.",the volcano,2,23,2,0.08,0.08695652173913043,0.0,0.5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
865,"McCartney in particular offers several gems: the gospel-ish ' Let It Be' , which has some of his best lyrics; 'Get Back', one of his hardest rockers; and the melodic 'The Long and Winding Road', ruined by Spector's heavy-handed overdubs.'","McCartney in particular offers several gems: the gospel-ish ' Let It Be' , which has _ _  of his best lyrics; 'Get Back', one of his hardest rockers; and the melodic 'The Long and Winding Road', ruined by Spector's heavy-handed overdubs.'",some,1,41,0,0.023809523809523808,0.024390243902439025,0.0,1.0,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.025
866,"This decision device may be an operator with headphones or a display, or in more sophisticated sonars this function may be carried out by software.","This decision device may be an operator with headphones or a display, or in more sophisticated sonars this function may be _ _ _ _ out by software.",carried,1,28,0,0.034482758620689655,0.03571428571428571,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
867,They are differently named parts of the whole 'church'; Protestants reject the Roman Catholic doctrine that it is the one true church .,They are differently named _ _ _ _ _ _ _ _ _ _ _ _ _ _; Protestants reject the Roman Catholic doctrine that it is the one true church .,parts of the whole 'church',5,32,1,0.13513513513513514,0.15625,0.0,0.4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,0.08695652173913043
868,"These were the Karolinska Institutet on 7 June, the Swedish Academy on 9 June, and the Royal Swedish Academy of Sciences on 11 June.","These were _ _ _ _ _ _ _ _ _ _ _ _ _ on 7 June, the Swedish Academy on 9 June, and the Royal Swedish Academy of Sciences on 11 June.",the Karolinska Institutet,3,34,1,0.08108108108108109,0.08823529411764706,0.0,0.3333333333333333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,7,0.08333333333333333,0.2916666666666667
869,"With a margin of error of 10 minutes, Old Faithful will erupt 65 minutes after an eruption lasting less than 2.5 minutes or 91 minutes after an eruption lasting more than 2.5 minutes.","With _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _, Old Faithful will erupt 65 minutes after an eruption lasting less than 2.5 minutes or 91 minutes after an eruption lasting more than 2.5 minutes.",a margin of error of 10 minutes,7,42,2,0.14285714285714285,0.16666666666666666,0.0,0.42857142857142855,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
870,"He returned the following year, better prepared and with a larger force, and achieved more.","He returned _ _ _ _ _ _ _ _ _ , better prepared and with a larger force, and achieved more.",the following year,3,22,0,0.12,0.13636363636363635,0.0,0.3333333333333333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
871,He went on to own thirteen textile mills.,He went on to own _ _ _ _ _ _ _ _ _ _ _ .,thirteen textile mills,3,17,0,0.15,0.17647058823529413,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
872,"The gas cloud was composed mainly of materials denser than the surrounding air, stayed close to the ground and spread outwards through the surrounding community.","The gas cloud was composed mainly of materials _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _, stayed close to the ground and spread outwards through the surrounding community.",denser than the surrounding air,5,36,2,0.12195121951219512,0.1388888888888889,0.0,0.4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
873,"Since the crusade had to pass through Constantinople, however, the Emperor had some control over it.","Since _ _ _ _ _ _ had to pass through Constantinople, however, the Emperor had some control over it.",the crusade,2,20,1,0.09090909090909091,0.1,0.0,0.5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
874,The trial for heresy was politically motivated.,The trial for heresy was _ _ _ _ _ _ _ _ _ _ _.,politically motivated,2,16,0,0.1111111111111111,0.125,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
875,"Of the twenty languages with the largest numbers of native speakers according to SIL Ethnologue , twelve are Indo-European: Spanish , English , Hindi , Portuguese , Bengali , Russian , German , Marathi , French , Italian , Punjabi , and Urdu , accounting for over 2.7 billion native speakers.","Of the twenty languages with _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  , twelve are Indo-European: Spanish , English , Hindi , Portuguese , Bengali , Russian , German , Marathi , French , Italian , Punjabi , and Urdu , accounting for over 2.7 billion native speakers.",the largest numbers of native speakers according to SIL Ethnologue,10,74,3,0.11904761904761904,0.13513513513513514,0.1,0.3,0,0,0.0,0.0196078431372549,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0392156862745098
876,"Of the twenty languages with the largest numbers of native speakers according to SIL Ethnologue , twelve are Indo-European: Spanish , English , Hindi , Portuguese , Bengali , Russian , German , Marathi , French , Italian , Punjabi , and Urdu , accounting for over 2.7 billion native speakers.","Of the twenty languages with the largest numbers of native speakers according to SIL Ethnologue , twelve are _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ .","Indo-European: Spanish , English , Hindi , Portuguese , Bengali , Russian , German , Marathi , French , Italian , Punjabi , and Urdu , accounting for over 2.7 billion native speakers",33,110,14,0.23076923076923078,0.3,0.0,0.09090909090909091,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,2,0,0,2,3,0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0392156862745098,0.0
877,"Snowpacks can thaw and melt, and the melted water flows over land as snowmelt .","Snowpacks can thaw and melt, and the melted water flows over _ _ _ _ _ _ _ _  .",land as snowmelt,3,20,0,0.13043478260869565,0.15,0.0,0.3333333333333333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
878,"He is a warrior, a man of action, for whom the path of action, Karma Yoga, is more appropriate.","He is a warrior, a man of action, for whom _ _ _ _  of action, Karma Yoga, is more appropriate.",the path,2,21,0,0.08695652173913043,0.09523809523809523,0.0,0.5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
879,"In addition, Euler elaborated the theory of higher transcendental functions by introducing the gamma function and introduced a new method for solving quartic equations .","In addition, Euler elaborated the theory of higher transcendental functions by introducing the gamma function and introduced a new method for solving _ _ _ _ _ _ _ _ _ .",quartic equations,2,32,0,0.058823529411764705,0.0625,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.04
880,"Humanist historians argued that Renaissance scholarship restored direct links to the classical period, thus bypassing the Medieval period.","Humanist historians argued that Renaissance scholarship restored _ _ _ _ _ _  to the classical period, thus bypassing the Medieval period.",direct links,2,22,0,0.08333333333333333,0.09090909090909091,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
881,Two important Preclassic northern sites include Komchen and Dzibilchaltun .,Two important Preclassic northern sites include _ _ _ _ _ _ _ _ _ _ _ _ _ .,Komchen and Dzibilchaltun,3,20,0,0.13043478260869565,0.15,0.0,0.3333333333333333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0.2,0.0
882,They arose from among the shugo during the Muromachi period .,_ _  arose from among the shugo during the Muromachi period .,They,1,12,0,0.07692307692307693,0.08333333333333333,0.0,0.0,0,0,0.0,0.0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
883,Dr. Paoze Thao and some others feel strongly that 'Hmong' can refer only to Hmong Der people and does not include Mong Leng people.,_ _ _ _ _ _ _ _ _ _ _ _ _ _ _  feel strongly that 'Hmong' can refer only to Hmong Der people and does not include Mong Leng people.,Dr. Paoze Thao and some others,6,33,1,0.15384615384615385,0.18181818181818182,0.0,0.3333333333333333,0,0,0.16666666666666666,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,0.08333333333333333,0.125
884,"He returned the following year, better prepared and with a larger force, and achieved more.","He returned _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _, and achieved more.","the following year, better prepared and with a larger force",10,35,2,0.2222222222222222,0.2857142857142857,0.0,0.4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
885,The Great Barrier Reef Marine Park does not include the entire Great Barrier Reef Province.,_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  does not include the entire Great Barrier Reef Province.,The Great Barrier Reef Marine Park,6,26,3,0.1875,0.23076923076923078,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0,0.26666666666666666
